"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","arrival_time_sort","timepoint"
"200000218","13:43:00","13:43:00","110","8","L.A. Union Station","0","13:43:00","1"
"200000218","13:50:00","13:50:00","129","9","L.A. Union Station","0","13:50:00","1"
"200000218","13:54:00","13:54:00","186","10","L.A. Union Station","0","13:54:00","1"
"200000218","14:00:00","14:00:00","102","11","L.A. Union Station","0","14:00:00","1"
"200000218","14:06:00","14:06:00","106","12","L.A. Union Station","0","14:06:00","1"
"200000218","14:20:00","14:20:00","107","13","L.A. Union Station","0","14:20:00","1"
"200000221","15:39:00","15:39:00","107","1","Lancaster","0","15:39:00","1"
"200000221","15:51:00","15:51:00","106","2","Lancaster","0","15:51:00","1"
"200000221","15:58:00","15:58:00","102","3","Lancaster","0","15:58:00","1"
"200000221","16:04:00","16:04:00","186","4","Lancaster","0","16:04:00","1"
"200000221","16:08:00","16:08:00","129","5","Lancaster","0","16:08:00","1"
"200000221","16:16:00","16:16:00","110","6","Lancaster","0","16:16:00","1"
